V1	sign	V2
YCR066W	1	YNL054W
YCR066W	1	YCR086W
YCR066W	1	YDR004W
YCR066W	1	YLR370C
YCR066W	1	YLR373C
YCR066W	1	YEL019C
YCR066W	1	YMR078C
YCR066W	1	YPR164W
YCR066W	1	YGL058W
YCR066W	1	YJL006C
YCR066W	1	YGR258C
YCR066W	1	YKL213C
YCR066W	1	YML112W
YCR066W	1	YOR209C
YCR066W	1	YOL012C
YCR066W	1	YDR174W
YCR066W	1	YEL037C
YCR066W	1	YLR262C
YCR066W	1	YDR409W
YCR066W	1	YHR200W
YCR066W	1	YJL176C
YCR066W	1	YCL016C
YCR066W	1	YOR368W
YCR066W	1	YHR206W
YCR066W	1	YEL061C
YCR066W	1	YJR104C
YCR066W	1	YMR201C
YCR066W	1	YLR007W
YCR066W	1	YML007W
YCR066W	1	YLR288C
YCR066W	1	YKL113C
YCR066W	1	YNR051C
YCR066W	1	YCL037C
YCR066W	1	YKL114C
YCR066W	1	YDR432W
YCR066W	1	YNR052C
YCR066W	1	YOR244W
YPL079W	1	YNL124W
YPL079W	1	YDR363W
YPL079W	1	YJR059W
YPL079W	1	YJL062W
YLL004W	1	YDR310C
YLL004W	1	YBR060C
YLL004W	1	YHR118C
YLL004W	1	YPL001W
YLL004W	1	YBR087W
YLL004W	1	YNL261W
YLL004W	1	YML065W
YLL004W	1	YDL017W
YLL004W	1	YKR101W
YLL004W	1	YBL023C
YLL004W	1	YMR036C
YLL004W	1	YLL004W
YLL004W	1	YPR018W
YLL004W	1	YPR162C
YLL004W	1	YGR103W
YLL004W	1	YDR052C
YLL004W	1	YEL056W
YLL004W	1	YCR087C______a
YKL085W	1	YER133W
YKL085W	1	YPL111W
YKL085W	1	YGR173W
YKL085W	1	YBR055C
YKL085W	1	YDR306C
YKL085W	1	YOR136W
YKL085W	1	YKL157W
YKL085W	1	YER171W
YKL085W	1	YPL153C
YKL085W	1	YCR005C
YKL085W	1	YJR035W
YKL085W	1	YLR074C
YKL085W	1	YER054C
YKL085W	1	YGL116W
YKL085W	1	YJR062C
YKL085W	1	YPR110C
YKL085W	1	YHR183W
YKL085W	1	YCR063W
YKL085W	1	YDR129C
YKL085W	1	YGL163C
YKL085W	1	YCR079W
YKL085W	1	YOL128C
YKL085W	1	YOL126C
YKL085W	1	YNR001C
YKL085W	1	YBR136W
YKL085W	1	YPL204W
YKL085W	1	YNL094W
YKL085W	1	YKL108W
YKL085W	1	YPL240C
YKR006C	1	YML025C
YKR006C	1	YBR059C
YKR006C	1	YLR166C
YKR006C	1	YLR312W______a
YKR006C	1	YDR322W
YKR006C	1	YDR462W
YKR006C	1	YNL252C
YKR006C	1	YKL167C
YKR006C	1	YLR439W
YKR006C	1	YNL005C
YKR006C	1	YDR237W
YKR006C	1	YCR046C
YKR006C	1	YMR024W
YKR006C	1	YDR116C
YKR006C	1	YPR125W
YKR006C	1	YCR071C
YKR006C	1	YBL038W
YKR006C	1	YGR220C
YKR006C	1	YMR193W
YKR006C	1	YBR122C
YKR006C	1	YDR296W
YKR006C	1	YDR405W
YKR006C	1	YOL027C
YKR006C	1	YKR085C
YKR006C	1	YPL240C
YKR006C	1	YJL063C
YDL065C	1	YPL112C
YDL065C	1	YNL214W
YDL065C	1	YER148W
YDL065C	1	YDR329C
YDL065C	1	YMR108W
YDL065C	1	YLR191W
YDL065C	1	YLR071C
YDL065C	1	YAL055W
YDL065C	1	YKL189W
YDL065C	1	YJL210W
YDL065C	1	YMR284W
YDL065C	1	YDL049C
YDL065C	1	YDR244W
YDL065C	1	YLR324W
YDL065C	1	YMR026C
YDL065C	1	YKR001C
YDL065C	1	YGR218W
YDL065C	1	YGL153W
YDL065C	1	YMR047C
YDL065C	1	YDR265W
YDL065C	1	YCR077C
YDL065C	1	YLL034C
YDL065C	1	YGR119C
YDL065C	1	YOR209C
YDL065C	1	YOL147C
YDL065C	1	YPL204W
YDL065C	1	YBR168W
YDL065C	1	YJL062W
YJR093C	1	YER133W
YJR093C	1	YDR301W
YJR093C	1	YML028W
YJR093C	1	YNL222W
YJR093C	1	YLR044C
YJR093C	1	YKL018W
YJR093C	1	YAL043C
YJR093C	1	YHR135C
YJR093C	1	YOR039W
YJR093C	1	YKL059C
YJR093C	1	YCR042C
YJR093C	1	YPR107C
YJR093C	1	YIL035C
YJR093C	1	YOR061W
YJR093C	1	YER091C
YJR093C	1	YKR002W
YJR093C	1	YHR185C
YJR093C	1	YGL019W
YJR093C	1	YNL189W
YJR093C	1	YLR221C
YJR093C	1	YMR061W
YJR093C	1	YLR115W
YJR093C	1	YNL317W
YJR093C	1	YJL033W
YJR093C	1	YDR195W
YJR093C	1	YLR277C
YJR093C	1	YJL052W
YJR093C	1	YGR156W
YJR093C	1	YPR074C
YDR127W	1	YDR073W
YDR127W	1	YDR075W
YDR127W	1	YAL007C
YDR127W	1	YML021C
YDR127W	1	YAL011W
YDR127W	1	YOL054W
YDR127W	1	YFL001W
YDR127W	1	YFL013C
YDR127W	1	YCL061C
YDR127W	1	YOL072W
YDR127W	1	YPL127C
YDR127W	1	YER155C
YDR127W	1	YLR180W
YDR127W	1	YIL112W
YDR127W	1	YLR048W
YDR127W	1	YOR133W
YDR127W	1	YKL145W
YDR127W	1	YOR136W
YDR127W	1	YOL081W
YDR127W	1	YMR106C
YDR127W	1	YJR022W
YDR127W	1	YOL090W
YDR127W	1	YLR055C
YDR127W	1	YIL128W
YDR127W	1	YDL002C
YDR127W	1	YBR088C
YDR127W	1	YDR477W
YDR127W	1	YKL029C
YDR127W	1	YOL094C
YDR127W	1	YAL055W
YDR127W	1	YDR485C
YDR127W	1	YLR079W
YDR127W	1	YDR214W
YDR127W	1	YDL155W
YDR127W	1	YOR038C
YDR127W	1	YNL136W
YDR127W	1	YOR039W
YDR127W	1	YGL115W
YDR127W	1	YLR085C
YDR127W	1	YML085C
YDR127W	1	YDL033C
YDR127W	1	YPL180W
YDR127W	1	YBL003C
YDR127W	1	YCR033W
YDR127W	1	YOR043W
YDR127W	1	YHR031C
YDR127W	1	YAR003W
YDR127W	1	YNL298W
YDR127W	1	YNL299W
YDR127W	1	YNL297C
YDR127W	1	YPL055C
YDR127W	1	YPR119W
YDR127W	1	YER088C
YDR127W	1	YIL035C
YDR127W	1	YIL040W
YDR127W	1	YFR009W
YDR127W	1	YDR245W
YDR127W	1	YBR217W
YDR127W	1	YFR010W
YDR127W	1	YDL055C
YDR127W	1	YCR028C______a
YDR127W	1	YMR179W
YDR127W	1	YER095W
YDR127W	1	YLR200W
YDR127W	1	YDR260C
YDR127W	1	YCR065W
YDR127W	1	YGR214W
YDR127W	1	YKR010C
YDR127W	1	YMR186W
YDR127W	1	YDL074C
YDR127W	1	YKR029C
YDR127W	1	YBR245C
YDR127W	1	YGR234W
YDR127W	1	YDR289C
YDR127W	1	YDR501W
YDR127W	1	YGR240C
YDR127W	1	YHR082C
YDR127W	1	YGL048C
YDR127W	1	YDR153C
YDR127W	1	YGL043W
YDR127W	1	YJL140W
YDR127W	1	YJL008C
YDR127W	1	YFR024C______a
YDR127W	1	YJL148W
YDR127W	1	YBL067C
YDR127W	1	YKR048C
YDR127W	1	YJL013C
YDR127W	1	YNR003C
YDR127W	1	YKL211C
YDR127W	1	YBR275C
YDR127W	1	YNL307C
YDR127W	1	YPR187W
YDR127W	1	YOL013C
YDR127W	1	YPR189W
YDR127W	1	YLR398C
YDR127W	1	YGR270W
YDR127W	1	YJL168C
YDR127W	1	YDR181C
YDR127W	1	YPR052C
YDR127W	1	YOL017W
YDR127W	1	YCL010C
YDR127W	1	YJL173C
YDR127W	1	YLR268W
YDR127W	1	YGR275W
YDR127W	1	YHR200W
YDR127W	1	YER111C
YDR127W	1	YGL087C
YDR127W	1	YKL101W
YDR127W	1	YPL226W
YDR127W	1	YDR419W
YDR127W	1	YJL183W
YDR127W	1	YMR201C
YDR127W	1	YKL104C
YDR127W	1	YNL201C
YDR127W	1	YML008C
YDR127W	1	YPR075C
YDR127W	1	YOR375C
YDR127W	1	YDR427W
YDR127W	1	YPL235W
YDR127W	1	YPL240C
YDR127W	1	YNL206C
YDR127W	1	YBR175W
YDR127W	1	YPL248C
YDL064W	1	YDR076W
YDL064W	1	YML023C
YDL064W	1	YLR032W
YDL064W	1	YBR055C
YDL064W	1	YML032C
YDL064W	1	YJL092W
YDL064W	1	YLR045C
YDL064W	1	YBR088C
YDL064W	1	YMR117C
YDL064W	1	YOR156C
YDL064W	1	YJR043C
YDL064W	1	YDL013W
YDL064W	1	YKL042W
YDL064W	1	YGL111W
YDL064W	1	YIL144W
YDL064W	1	YHR031C
YDL064W	1	YIL031W
YDL064W	1	YOR195W
YDL064W	1	YMR168C
YDL064W	1	YPR120C
YDL064W	1	YJR076C
YDL064W	1	YJR089W
YDL064W	1	YER095W
YDL064W	1	YCR066W
YDL064W	1	YDL064W
YDL064W	1	YPL082C
YDL064W	1	YDR510W
YDL064W	1	YGR103W
YDL064W	1	YLL034C
YDL064W	1	YBR136W
YDL064W	1	YOL006C
YDL064W	1	YEL037C
YDL064W	1	YLR394W
YDL064W	1	YGR140W
YDL064W	1	YDR409W
YDL064W	1	YER116C
YDL064W	1	YER125W
YJR092W	1	YER008C
YJR092W	1	YKL157W
YJR092W	1	YJL095W
YJR092W	1	YNL243W
YJR092W	1	YCR002C
YJR092W	1	YPL153C
YJR092W	1	YHR135C
YJR092W	1	YIL140W
YJR092W	1	YKL043W
YJR092W	1	YDL179W
YJR092W	1	YNL161W
YJR092W	1	YPR119W
YJR092W	1	YPR120C
YJR092W	1	YPR122W
YJR092W	1	YJR076C
YJR092W	1	YLR353W
YJR092W	1	YGL179C
YJR092W	1	YGL180W
YJR092W	1	YIR019C
YJR092W	1	YOL001W
YJR092W	1	YIL095W
YJR092W	1	YLR131C
YJR092W	1	YBR160W
YJR092W	1	YJL187C
YJR092W	1	YDL225W
YJR092W	1	YPL242C
YFR021W	1	YNR058W
YFR021W	1	YPL258C
YFR021W	1	YBR059C
YFR021W	1	YJR140C
YFR021W	1	YHR103W
YFR021W	1	YCL063W
YFR021W	1	YER162C
YFR021W	1	YNL242W
YFR021W	1	YBL103C
YFR021W	1	YOL086C
YFR021W	1	YML059C
YFR021W	1	YJR025C
YFR021W	1	YDR208W
YFR021W	1	YDL149W
YFR021W	1	YHR135C
YFR021W	1	YNL289W
YFR021W	1	YLR094C
YFR021W	1	YDL047W
YFR021W	1	YFR019W
YFR021W	1	YGR223C
YFR021W	1	YFR029W
YFR021W	1	YHR070W
YFR021W	1	YGL179C
YFR021W	1	YLR222C
YFR021W	1	YFR040W
YFR021W	1	YGL180W
YFR021W	1	YGL190C
YFR021W	1	YOL001W
YFR021W	1	YLR386W
YFR021W	1	YDR174W
YFR021W	1	YNL325C
YFR021W	1	YJL187C
YFR021W	1	YPL100W
YFR021W	1	YPL240C
YGL156W	1	YJL074C
YGL156W	1	YOL082W
YGL156W	1	YPR110C
YGL156W	1	YKL103C
YPR138C	1	YML016C
YPR138C	1	YBR052C
YPR138C	1	YER020W
YPR138C	1	YGR055W
YPR138C	1	YNL142W
YPR138C	1	YKL051W
YPR138C	1	YPL058C
YPR138C	1	YLR332W
YPR138C	1	YPR138C
YPR138C	1	YLL028W
YPR138C	1	YDR501W
YPR138C	1	YGR121C
YPR138C	1	YHR096C
YPR138C	1	YGL077C
YPR138C	1	YGR281W
YPR138C	1	YPL221W
YPR138C	1	YDR054C
YPR138C	1	YHL016C
YPR138C	1	YPL240C
YGL020C	1	YDR076W
YGL020C	1	YLR015W
YGL020C	1	YPL106C
YGL020C	1	YML013W
YGL020C	1	YDL101C
YGL020C	1	YPL244C
YGL020C	1	YDL100C
YGL020C	1	YDR439W
YGL020C	1	YMR214W
YGL020C	1	YGR038W
YGL020C	1	YAL011W
YGL020C	1	YDR443C
YGL020C	1	YOR115C
YGL020C	1	YML028W
YGL020C	1	YBR193C
YGL020C	1	YGL200C
YGL020C	1	YAL013W
YGL020C	1	YGR180C
YGL020C	1	YOR123C
YGL020C	1	YAL021C
YGL020C	1	YLR032W
YGL020C	1	YAL020C
YGL020C	1	YMR224C
YGL020C	1	YML032C
YGL020C	1	YER151C
YGL020C	1	YKL139W
YGL020C	1	YJL080C
YGL020C	1	YLR039C
YGL020C	1	YGR046W
YGL020C	1	YCL061C
YGL020C	1	YMR231W
YGL020C	1	YPL129W
YGL020C	1	YDL115C
YGL020C	1	YDL116W
YGL020C	1	YER019W
YGL020C	1	YML034W
YGL020C	1	YGL211W
YGL020C	1	YER155C
YGL020C	1	YML041C
YGL020C	1	YLR182W
YGL020C	1	YHR111W
YGL020C	1	YMR236W
YGL020C	1	YDR456W
YGL020C	1	YDR320C
YGL020C	1	YNL236W
YGL020C	1	YJL092W
YGL020C	1	YGR199W
YGL020C	1	YGR056W
YGL020C	1	YOR002W
YGL020C	1	YGR063C
YGL020C	1	YGL223C
YGL020C	1	YGL226C______a
YGL020C	1	YNL107W
YGL020C	1	YFL025C
YGL020C	1	YAL040C
YGL020C	1	YFL023W
YGL020C	1	YDR469W
YGL020C	1	YAL042W
YGL020C	1	YBR058C______a
YGL020C	1	YOR147W
YGL020C	1	YMR112C
YGL020C	1	YDR331W
YGL020C	1	YNL246W
YGL020C	1	YER171W
YGL020C	1	YDL137W
YGL020C	1	YBL102W
YGL020C	1	YNL250W
YGL020C	1	YKL020C
YGL020C	1	YLR055C
YGL020C	1	YIL128W
YGL020C	1	YGL225W
YGL020C	1	YFL039C
YGL020C	1	YDR479C
YGL020C	1	YLR418C
YGL020C	1	YDR477W
YGL020C	1	YOR290C
YGL020C	1	YDR334W
YGL020C	1	YML055W
YGL020C	1	YPL153C
YGL020C	1	YCR009C
YGL020C	1	YDR200C
YGL020C	1	YDL005C
YGL020C	1	YJR032W
YGL020C	1	YDL006W
YGL020C	1	YPL161C
YGL020C	1	YDR207C
YGL020C	1	YBR097W
YGL020C	1	YML071C
YGL020C	1	YDR485C
YGL020C	1	YBR095C
YGL020C	1	YDR484W
YGL020C	1	YMR125W
YGL020C	1	YMR263W
YGL020C	1	YGR089W
YGL020C	1	YJR043C
YGL020C	1	YIL008W
YGL020C	1	YGL244W
YGL020C	1	YMR272C
YGL020C	1	YLR079W
YGL020C	1	YHR007C
YGL020C	1	YDR359C
YGL020C	1	YOR171C
YGL020C	1	YHR013C
YGL020C	1	YMR274C
YGL020C	1	YDR497C
YGL020C	1	YOR035C
YGL020C	1	YPL178W
YGL020C	1	YOR036W
YGL020C	1	YOR174W
YGL020C	1	YLR085C
YGL020C	1	YDR369C
YGL020C	1	YLR087C
YGL020C	1	YJR057W
YGL020C	1	YNL147W
YGL020C	1	YDR225W
YGL020C	1	YPR101W
YGL020C	1	YIL021W
YGL020C	1	YLR447C
YGL020C	1	YDR372C
YGL020C	1	YGL127C
YGL020C	1	YOR184W
YGL020C	1	YMR292W
YGL020C	1	YML098W
YGL020C	1	YHR026W
YGL020C	1	YPL045W
YGL020C	1	YBR201W
YGL020C	1	YDL040C
YGL020C	1	YDR378C
YGL020C	1	YMR015C
YGL020C	1	YAR003W
YGL020C	1	YOR191W
YGL020C	1	YPL051W
YGL020C	1	YBL007C
YGL020C	1	YBL006C
YGL020C	1	YMR022W
YGL020C	1	YLR320W
YGL020C	1	YER083C
YGL020C	1	YCR044C
YGL020C	1	YJR070C
YGL020C	1	YNL297C
YGL020C	1	YDR108W
YGL020C	1	YNL021W
YGL020C	1	YJR073C
YGL020C	1	YPL055C
YGL020C	1	YCR052W
YGL020C	1	YDR388W
YGL020C	1	YHR041C
YGL020C	1	YDL185W
YGL020C	1	YGR200C
YGL020C	1	YDR389W
YGL020C	1	YLR324W
YGL020C	1	YNL025C
YGL020C	1	YDL192W
YGL020C	1	YOR068C
YGL020C	1	YGL005C
YGL020C	1	YDL059C
YGL020C	1	YPL069C
YGL020C	1	YOR069W
YGL020C	1	YKL073W
YGL020C	1	YDR392W
YGL020C	1	YOR067C
YGL020C	1	YKL080W
YGL020C	1	YBR221C
YGL020C	1	YKR001C
YGL020C	1	YHR187W
YGL020C	1	YMR038C
YGL020C	1	YOR070C
YGL020C	1	YLL002W
YGL020C	1	YHR191C
YGL020C	1	YFR019W
YGL020C	1	YBR229C
YGL020C	1	YER095W
YGL020C	1	YLR337C
YGL020C	1	YNL041C
YGL020C	1	YMR183C
YGL020C	1	YDR129C
YGL020C	1	YOR073W
YGL020C	1	YCR066W
YGL020C	1	YBR231C
YGL020C	1	YLL006W
YGL020C	1	YMR048W
YGL020C	1	YGL161C
YGL020C	1	YOR080W
YGL020C	1	YNL049C
YGL020C	1	YGL163C
YGL020C	1	YHR060W
YGL020C	1	YPR135W
YGL020C	1	YKR019C
YGL020C	1	YOR089C
YGL020C	1	YLR350W
YGL020C	1	YMR052W
YGL020C	1	YJL115W
YGL020C	1	YGR229C
YGL020C	1	YGL027C
YGL020C	1	YGR227W
YGL020C	1	YHR067W
YGL020C	1	YNL051W
YGL020C	1	YGL167C
YGL020C	1	YDR137W
YGL020C	1	YDL074C
YGL020C	1	YOR085W
YGL020C	1	YKR020W
YGL020C	1	YPL086C
YGL020C	1	YCR081W
YGL020C	1	YLR357W
YGL020C	1	YNL199C
YGL020C	1	YMR060C
YGL020C	1	YJL124C
YGL020C	1	YFR037C
YGL020C	1	YBR106W
YGL020C	1	YGL174W
YGL020C	1	YLL024C
YGL020C	1	YDR004W
YGL020C	1	YDL090C
YGL020C	1	YIL076W
YGL020C	1	YLR226W
YGL020C	1	YLL038C
YGL020C	1	YLR370C
YGL020C	1	YLR373C
YGL020C	1	YBR254C
YGL020C	1	YGR104C
YGL020C	1	YLR239C
YGL020C	1	YMR078C
YGL020C	1	YDR297W
YGL020C	1	YDL095W
YGL020C	1	YIR009W
YGL020C	1	YPR164W
YGL020C	1	YIL084C
YGL020C	1	YLR234W
YGL020C	1	YPR167C
YGL020C	1	YHR090C
YGL020C	1	YGL058W
YGL020C	1	YJL004C
YGL020C	1	YLR240W
YGL020C	1	YOR332W
YGL020C	1	YJL006C
YGL020C	1	YDR162C
YGL020C	1	YMR080C
YGL020C	1	YLR242C
YGL020C	1	YBR127C
YGL020C	1	YGL054C
YGL020C	1	YGL055W
YGL020C	1	YEL027W
YGL020C	1	YGL195W
YGL020C	1	YKL213C
YGL020C	1	YKL212W
YGL020C	1	YBL079W
YGL020C	1	YMR307W
YGL020C	1	YLR384C
YGL020C	1	YNL084C
YGL020C	1	YEL031W
YGL020C	1	YML112W
YGL020C	1	YOL004W
YGL020C	1	YER019C______a
YGL020C	1	YBR279W
YGL020C	1	YNR010W
YGL020C	1	YOL145C
YGL020C	1	YBR135W
YGL020C	1	YMR312W
YGL020C	1	YPR187W
YGL020C	1	YOL012C
YGL020C	1	YOR207C
YGL020C	1	YGL071W
YGL020C	1	YBR283C
YGL020C	1	YJL029C
YGL020C	1	YLR399C
YGL020C	1	YPR183W
YGL020C	1	YML115C
YGL020C	1	YJL168C
YGL020C	1	YCL008C
YGL020C	1	YPL210C
YGL020C	1	YOL018C
YGL020C	1	YJL024C
YGL020C	1	YEL042W
YGL020C	1	YNL097C
YGL020C	1	YLR396C
YGL020C	1	YCL004W
YGL020C	1	YLR262C
YGL020C	1	YAR002C______a
YGL020C	1	YBL093C
YGL020C	1	YLR268W
YGL020C	1	YML128C
YGL020C	1	YOR216C
YGL020C	1	YPL213W
YGL020C	1	YHL003C
YGL020C	1	YIR033W
YGL020C	1	YEL050C
YGL020C	1	YEL053C
YGL020C	1	YER111C
YGL020C	1	YCL016C
YGL020C	1	YJR102C
YGL020C	1	YNL330C
YGL020C	1	YHR204W
YGL020C	1	YBR168W
YGL020C	1	YPR072W
YGL020C	1	YDR414C
YGL020C	1	YER116C
YGL020C	1	YJL047C
YGL020C	1	YJL184W
YGL020C	1	YER120W
YGL020C	1	YJR104C
YGL020C	1	YBR164C
YGL020C	1	YGL095C
YGL020C	1	YER122C
YGL020C	1	YMR202W
YGL020C	1	YLR148W
YGL020C	1	YGR020C
YGL020C	1	YKL110C
YGL020C	1	YBR171W
YGL020C	1	YKL113C
YGL020C	1	YHL020C
YGL020C	1	YPL235W
YGL020C	1	YJR117W
YGL020C	1	YPL101W
YGL020C	1	YOR241W
YGL020C	1	YPL240C
YGL020C	1	YKL119C
YGL020C	1	YML012W
YGL020C	1	YDL232W
YGL020C	1	YBR036C
YGL020C	1	YNR051C
YGL020C	1	YJL196C
YGL020C	1	YJL062W
YGL020C	1	YBR175W
YGL020C	1	YDR432W
YGL020C	1	YNR052C
YGL020C	1	YKL120W
YNL183C	1	YBR195C
YNL183C	1	YMR299C
YNL183C	1	YNL032W
YNL183C	1	YGL167C
YNL183C	1	YKL203C
YNL183C	1	YDR170C
YNL183C	1	YNL098C
YNL183C	1	YPL240C
YJL111W	1	YDL101C
YJL111W	1	YPL256C
YJL111W	1	YOR281C
YJL111W	1	YFL037W
YJL111W	1	YDL143W
YJL111W	1	YIL142W
YJL111W	1	YGL116W
YJL111W	1	YNL154C
YJL111W	1	YMR028W
YJL111W	1	YJL014W
YJL111W	1	YDR188W
YPR137W	1	YDR300C
YPR137W	1	YJR123W
YPR137W	1	YDR449C
YPR137W	1	YMR229C
YPR137W	1	YCL059C
YPR137W	1	YJR002W
YPR137W	1	YPL126W
YPR137W	1	YPL266W
YPR137W	1	YOL078W
YPR137W	1	YJR145C
YPR137W	1	YLR409C
YPR137W	1	YLR186W
YPR137W	1	YDR324C
YPR137W	1	YNL110C
YPR137W	1	YLR197W
YPR137W	1	YDL148C
YPR137W	1	YMR128W
YPR137W	1	YHR148W
YPR137W	1	YDL014W
YPR137W	1	YNL132W
YPR137W	1	YGR090W
YPR137W	1	YIL019W
YPR137W	1	YBL004W
YPR137W	1	YER082C
YPR137W	1	YHR034C
YPR137W	1	YCR057C
YPR137W	1	YJL109C
YPR137W	1	YOR078W
YPR137W	1	YLR336C
YPR137W	1	YPR137W
YPR137W	1	YHR196W
YPR137W	1	YLL011W
YPR137W	1	YNL186W
YPR137W	1	YPR144C
YPR137W	1	YOR310C
YPR137W	1	YLR222C
YPR137W	1	YNL075W
YPR137W	1	YJL010C
YPR137W	1	YPR178W
YPR137W	1	YOL010W
YPR137W	1	YMR093W
YPR137W	1	YLR129W
YPR137W	1	YPL217C
YPR137W	1	YHR203C
YPR137W	1	YDR064W
YCR065W	1	YPL253C
YCR065W	1	YAL011W
YCR065W	1	YNL216W
YCR065W	1	YJR126C
YCR065W	1	YCR105W
YCR065W	1	YJL081C
YCR065W	1	YLR039C
YCR065W	1	YML034W
YCR065W	1	YML041C
YCR065W	1	YGR056W
YCR065W	1	YPL002C
YCR065W	1	YNL107W
YCR065W	1	YNL248C
YCR065W	1	YMR112C
YCR065W	1	YHR129C
YCR065W	1	YER177W
YCR065W	1	YFL037W
YCR065W	1	YLR418C
YCR065W	1	YDR334W
YCR065W	1	YMR117C
YCR065W	1	YGR078C
YCR065W	1	YDR207C
YCR065W	1	YDR485C
YCR065W	1	YDL013W
YCR065W	1	YNL136W
YCR065W	1	YLR085C
YCR065W	1	YLR087C
YCR065W	1	YJR053W
YCR065W	1	YNL153C
YCR065W	1	YMR294W
YCR065W	1	YER083C
YCR065W	1	YNL021W
YCR065W	1	YPR119W
YCR065W	1	YDR113C
YCR065W	1	YDR254W
YCR065W	1	YHR191C
YCR065W	1	YLR200W
YCR065W	1	YDR127W
YCR065W	1	YBR231C
YCR065W	1	YMR055C
YCR065W	1	YBR109C
YCR065W	1	YKR029C
YCR065W	1	YPR023C
YCR065W	1	YDR150W
YCR065W	1	YIR008C
YCR065W	1	YJL148W
YCR065W	1	YBR267W
YCR065W	1	YOL145C
YCR065W	1	YKR054C
YCR065W	1	YNL307C
YCR065W	1	YOL012C
YCR065W	1	YNL312W
YCR065W	1	YJL030W
YCR065W	1	YLR262C
YCR065W	1	YLR268W
YCR065W	1	YPL214C
YCR065W	1	YML124C
YCR065W	1	YGL086W
YCR065W	1	YBR160W
YCR065W	1	YJR102C
YCR065W	1	YCL029C
YCR065W	1	YEL061C
YCR065W	1	YER116C
YCR065W	1	YPL235W
YCR065W	1	YPL240C
YPL074W	1	YML016C
YPL074W	1	YER133W
YPL074W	1	YDR099W
YPL074W	1	YPL004C
YPL074W	1	YGR086C
YPL074W	1	YGL245W
YPL074W	1	YNL088W
YPL074W	1	YPL240C
YPL074W	1	YNL209W
YLL003W	1	YOR257W
YLL003W	1	YPL255W
YLL003W	1	YML031W
YLL003W	1	YDR356W
YLL003W	1	YPR119W
YLL003W	1	YNL188W
YLL003W	1	YPR141C
YLL003W	1	YGL181W
YLL003W	1	YJL030W
YLL003W	1	YGL075C
YLL003W	1	YGL086W
YLL003W	1	YBR160W
YLL003W	1	YCL029C
YLL003W	1	YEL061C
YKL090W	1	YPL128C
YKL090W	1	YMR168C
YKL090W	1	YLL039C
YKL090W	1	YPL240C
YKL090W	1	YGR024C
YBR231C	1	YLR015W
YBR231C	1	YAL011W
YBR231C	1	YBR193C
YBR231C	1	YPL116W
YBR231C	1	YAL013W
YBR231C	1	YOR123C
YBR231C	1	YAL021C
YBR231C	1	YPL122C
YBR231C	1	YBR198C
YBR231C	1	YER151C
YBR231C	1	YJL081C
YBR231C	1	YGR188C
YBR231C	1	YLR039C
YBR231C	1	YCL061C
YBR231C	1	YDL115C
YBR231C	1	YOL072W
YBR231C	1	YDR318W
YBR231C	1	YDL116W
YBR231C	1	YML034W
YBR231C	1	YER016W
YBR231C	1	YML041C
YBR231C	1	YNL238W
YBR231C	1	YLR182W
YBR231C	1	YJR006W
YBR231C	1	YMR236W
YBR231C	1	YIL112W
YBR231C	1	YJL090C
YBR231C	1	YPL139C
YBR231C	1	YER162C
YBR231C	1	YPL138C
YBR231C	1	YGR056W
YBR231C	1	YGR063C
YBR231C	1	YOL081W
YBR231C	1	YOR001W
YBR231C	1	YNL107W
YBR231C	1	YLR052W
YBR231C	1	YFL023W
YBR231C	1	YDR469W
YBR231C	1	YBR081C
YBR231C	1	YLR055C
YBR231C	1	YIL128W
YBR231C	1	YFL039C
YBR231C	1	YLR418C
YBR231C	1	YDR334W
YBR231C	1	YPL153C
YBR231C	1	YGR078C
YBR231C	1	YBR083W
YBR231C	1	YPL018W
YBR231C	1	YOL094C
YBR231C	1	YDR207C
YBR231C	1	YDR485C
YBR231C	1	YBR095C
YBR231C	1	YMR263W
YBR231C	1	YJR043C
YBR231C	1	YOR026W
YBR231C	1	YGL244W
YBR231C	1	YDL013W
YBR231C	1	YMR272C
YBR231C	1	YLR079W
YBR231C	1	YDR359C
YBR231C	1	YDL020C
YBR231C	1	YML074C
YBR231C	1	YHR013C
YBR231C	1	YMR001C
YBR231C	1	YNL136W
YBR231C	1	YLR085C
YBR231C	1	YDR363W______a
YBR231C	1	YLR087C
YBR231C	1	YNL147W
YBR231C	1	YMR005W
YBR231C	1	YPL181W
YBR231C	1	YAR002W
YBR231C	1	YCR033W
YBR231C	1	YGL127C
YBR231C	1	YNL153C
YBR231C	1	YML098W
YBR231C	1	YDL040C
YBR231C	1	YDR378C
YBR231C	1	YML094W
YBR231C	1	YAR003W
YBR231C	1	YOR191W
YBR231C	1	YER083C
YBR231C	1	YNL021W
YBR231C	1	YJR073C
YBR231C	1	YPL055C
YBR231C	1	YHR034C
YBR231C	1	YPL057C
YBR231C	1	YIL035C
YBR231C	1	YHR041C
YBR231C	1	YIL040W
YBR231C	1	YLR330W
YBR231C	1	YFR010W
YBR231C	1	YDR392W
YBR231C	1	YGL151W
YBR231C	1	YLR200W
YBR231C	1	YPR133C
YBR231C	1	YLR337C
YBR231C	1	YOR073W
YBR231C	1	YGL020C
YBR231C	1	YCR065W
YBR231C	1	YBR231C
YBR231C	1	YOR080W
YBR231C	1	YDL070W
YBR231C	1	YPR135W
YBR231C	1	YLR350W
