V1	sign	V2
YFL033C	1	YOL001W
YFL033C	1	YOL147C
YFL033C	1	YPL203W
YFL033C	1	YNL098C
YFL033C	1	YJL164C
YFL033C	1	YLR262C
YFL033C	1	YGL073W
YFL033C	1	YGR276C
YFL033C	1	YLR263W
YFL033C	1	YHR205W
YFL033C	1	YOR380W
YFL033C	1	YBR035C
YFL033C	1	YDR074W
YLR059C	1	YDR092W
YLR059C	1	YOR001W
YLR059C	1	YNL250W
YLR059C	1	YDL043C
YLR059C	1	YBR217W
YLR059C	1	YFR014C
YLR059C	1	YJR091C
YLR059C	1	YPR024W
YLR059C	1	YLR107W
YLR059C	1	YMR302C
YLR059C	1	YOL001W
YLR059C	1	YLL050C
YLR059C	1	YGR276C
YGR065C	1	YBR052C
YGR065C	1	YGR055W
YGR065C	1	YKL051W
YGR065C	1	YPL058C
YGR065C	1	YLR332W
YGR065C	1	YDL222C
YBR081C	1	YOL051W
YBR081C	1	YML015C
YBR081C	1	YAL011W
YBR081C	1	YEL020W______a
YBR081C	1	YER148W
YBR081C	1	YPL254W
YBR081C	1	YDR448W
YBR081C	1	YBR198C
YBR081C	1	YMR223W
YBR081C	1	YMR227C
YBR081C	1	YAL029C
YBR081C	1	YPL129W
YBR081C	1	YMR236W
YBR081C	1	YNL236W
YBR081C	1	YER164W
YBR081C	1	YLR055C
YBR081C	1	YPL011C
YBR081C	1	YOR290C
YBR081C	1	YDR334W
YBR081C	1	YBR091C
YBR081C	1	YDR485C
YBR081C	1	YGL244W
YBR081C	1	YPL031C
YBR081C	1	YGL112C
YBR081C	1	YGL252C
YBR081C	1	YLR085C
YBR081C	1	YGL120C
YBR081C	1	YPL047W
YBR081C	1	YGR200C
YBR081C	1	YNL031C
YBR081C	1	YNL030W
YBR081C	1	YDR392W
YBR081C	1	YBR231C
YBR081C	1	YPL086C
YBR081C	1	YEL009C
YBR081C	1	YDR146C
YBR081C	1	YDR145W
YBR081C	1	YGL048C
YBR081C	1	YMR070W
YBR081C	1	YGL043W
YBR081C	1	YJL140W
YBR081C	1	YBR253W
YBR081C	1	YCR093W
YBR081C	1	YPR025C
YBR081C	1	YGR252W
YBR081C	1	YDR167W
YBR081C	1	YBR133C
YBR081C	1	YHR099W
YBR081C	1	YLR384C
YBR081C	1	YOL148C
YBR081C	1	YGL066W
YBR081C	1	YGL070C
YBR081C	1	YMR312W
YBR081C	1	YOL012C
YBR081C	1	YBR009C
YBR081C	1	YDR176W
YBR081C	1	YML114C
YBR081C	1	YBR010W
YBR081C	1	YCL010C
YBR081C	1	YGR274C
YBR081C	1	YBR111W______a
YBR081C	1	YML007W
YBR081C	1	YDR071C
YBR081C	1	YPL101W
YMR250W	1	YBR059C
YMR250W	1	YAL024C
YMR250W	1	YDL127W
YMR250W	1	YMR250W
YMR250W	1	YNL289W
YMR250W	1	YBR109C
YMR250W	1	YJL124C
YMR250W	1	YOL001W
YMR250W	1	YPL240C
YDL138W	1	YHR154W
YDL138W	1	YDL035C
YDL138W	1	YDL194W
YDL138W	1	YDR277C
YDL138W	1	YLL034C
YKL155C	1	YGR165W
YKL155C	1	YPL118W
YKL155C	1	YDR337W
YKL155C	1	YPL013C
YKL155C	1	YOR158W
YKL155C	1	YDR347W
YKL155C	1	YER050C
YKL155C	1	YGR084C
YKL155C	1	Q0140
YKL155C	1	YNL137C
YKL155C	1	YGL129C
YKL155C	1	YMR158W
YKL155C	1	YDL043C
YKL155C	1	YDR381W
YKL155C	1	YPL055C
YKL155C	1	YPR125W
YKL155C	1	YGR215W
YKL155C	1	YMR188C
YKL155C	1	YDL074C
YKL155C	1	YIL070C
YKL155C	1	YBR251W
YKL155C	1	YPR166C
YKL155C	1	YIL093C
YKL155C	1	YOR209C
YKL155C	1	YNL306W
YKL155C	1	YOR204W
YKL155C	1	YDR175C
YKL155C	1	YDR036C
YKL155C	1	YDR041W
YKL155C	1	YBL090W
YKL155C	1	YBR146W
YKL155C	1	YOL027C
YKL155C	1	YHL004W
YKL155C	1	YJR101W
YKL155C	1	YNR037C
YKL155C	1	YJR113C
YMR112C	1	YOL051W
YMR112C	1	YLR015W
YMR112C	1	YDR440W
YMR112C	1	YJR126C
YMR112C	1	YDR443C
YMR112C	1	YBR193C
YMR112C	1	YDR308C
YMR112C	1	YLR039C
YMR112C	1	YDR451C
YMR112C	1	YCL061C
YMR112C	1	YJR140C
YMR112C	1	YPL129W
YMR112C	1	YDR318W
YMR112C	1	YER019W
YMR112C	1	YER016W
YMR112C	1	YER155C
YMR112C	1	YER022W
YMR112C	1	YNL236W
YMR112C	1	YOL081W
YMR112C	1	YLR055C
YMR112C	1	YIL128W
YMR112C	1	YDR334W
YMR112C	1	YCR009C
YMR112C	1	YPL018W
YMR112C	1	YOR014W
YMR112C	1	YDL005C
YMR112C	1	YLR071C
YMR112C	1	YML071C
YMR112C	1	YDR485C
YMR112C	1	YBR095C
YMR112C	1	YJR043C
YMR112C	1	YOR026W
YMR112C	1	YPL024W
YMR112C	1	YDL020C
YMR112C	1	YOR174W
YMR112C	1	YGL115W
YMR112C	1	YLR085C
YMR112C	1	YDR369C
YMR112C	1	YDR363W______a
YMR112C	1	YPL042C
YMR112C	1	YDR225W
YMR112C	1	YGL127C
YMR112C	1	YAR003W
YMR112C	1	YNL294C
YMR112C	1	YNL297C
YMR112C	1	YDR108W
YMR112C	1	YJR073C
YMR112C	1	YHR041C
YMR112C	1	YFR010W
YMR112C	1	YDR392W
YMR112C	1	YBR215W
YMR112C	1	YMR038C
YMR112C	1	YGL151W
YMR112C	1	YLL002W
YMR112C	1	YMR179W
YMR112C	1	YHR058C
YMR112C	1	YGL020C
YMR112C	1	YCR065W
YMR112C	1	YGL163C
YMR112C	1	YPR135W
YMR112C	1	YPR141C
YMR112C	1	YOR089C
YMR112C	1	YGL025C
YMR112C	1	YLR350W
YMR112C	1	YMR190C
YMR112C	1	YPL086C
YMR112C	1	YCR081W
YMR112C	1	YNL199C
YMR112C	1	YFR036W
YMR112C	1	YBL058W
YMR112C	1	YIL076W
YMR112C	1	YPR023C
YMR112C	1	YGL043W
YMR112C	1	YBR253W
YMR112C	1	YGR104C
YMR112C	1	YPR168W
YMR112C	1	YDR159W
YMR112C	1	YLR234W
YMR112C	1	YOL135C
YMR112C	1	YMR304W
YMR112C	1	YNR010W
YMR112C	1	YGL066W
YMR112C	1	YMR312W
YMR112C	1	YOL012C
YMR112C	1	YGR270W
YMR112C	1	YJL168C
YMR112C	1	YNL097C
YMR112C	1	YLR262C
YMR112C	1	YBL093C
YMR112C	1	YLR268W
YMR112C	1	YGR135W
YMR112C	1	YER111C
YMR112C	1	YKR083C
YMR112C	1	YPR070W
YMR112C	1	YJL047C
YMR112C	1	YML008C
YMR112C	1	YML007W
YMR112C	1	YBR171W
YMR112C	1	YCL037C
YMR112C	1	YNL206C
YMR112C	1	YBR175W
YMR112C	1	YOR106W
YDR331W	1	YML019W
YDR331W	1	YHL031C
YDR331W	1	YMR214W
YDR331W	1	YMR215W
YDR331W	1	YBR183W
YDR331W	1	YGR174C
YDR331W	1	YAL023C
YDR331W	1	YKL008C
YDR331W	1	YDR456W
YDR331W	1	YJL091C
YDR331W	1	YML048W
YDR331W	1	YOR002W
YDR331W	1	YPL274W
YDR331W	1	YFL025C
YDR331W	1	YJR158W
YDR331W	1	YER026C
YDR331W	1	YKL154W
YDR331W	1	YBR080C
YDR331W	1	YHR133C
YDR331W	1	YDR343C
YDR331W	1	YML067C
YDR331W	1	YML071C
YDR331W	1	YMR123W
YDR331W	1	YGL104C
YDR331W	1	YDL015C
YDR331W	1	YHR007C
YDR331W	1	YLR088W
YDR331W	1	YIL016W
YDR331W	1	YCR034W
YDR331W	1	YHR026W
YDR331W	1	YPL051W
YDR331W	1	YLR459W
YDR331W	1	YMR296C
YDR331W	1	YCR044C
YDR331W	1	YNL297C
YDR331W	1	YHR188C
YDR331W	1	YCR068W
YDR331W	1	YNL041C
YDR331W	1	YGL020C
YDR331W	1	YKL006C______a
YDR331W	1	YGL161C
YDR331W	1	YLR207W
YDR331W	1	YPL076W
YDR331W	1	YJL117W
YDR331W	1	YNL044W
YDR331W	1	YBL040C
YDR331W	1	YGL027C
YDR331W	1	YGR227W
YDR331W	1	YNL051W
YDR331W	1	YMR058W
YDR331W	1	YOR307C
YDR331W	1	YDR276C
YDR331W	1	YBR106W
YDR331W	1	YHR079C
YDR331W	1	YBR110W
YDR331W	1	YKR039W
YDR331W	1	YPR028W
YDR331W	1	YLR372W
YDR331W	1	YDR297W
YDR331W	1	YGL051W
YDR331W	1	YCR024C______a
YDR331W	1	YJL004C
YDR331W	1	YGL053W
YDR331W	1	YEL027W
YDR331W	1	YOL003C
YDR331W	1	YKL212W
YDR331W	1	YEL031W
YDR331W	1	YPR192W
YDR331W	1	YOR216C
YDR331W	1	YHL003C
YDR331W	1	YBR159W
YDR331W	1	YNR030W
YDR331W	1	YGR289C
YDR331W	1	YGR284C
YDR331W	1	YPL227C
YDR331W	1	YJR117W
YDR331W	1	YJL196C
YDR331W	1	YLR018C
YDR331W	1	YJL062W
YKL154W	1	YMR215W
YKL154W	1	YBR183W
YKL154W	1	YDR307W
YKL154W	1	YGL200C
YKL154W	1	YHL048W
YKL154W	1	YNL101W
YKL154W	1	YJR010C______a
YKL154W	1	YGR060W
YKL154W	1	YPL274W
YKL154W	1	YDR331W
YKL154W	1	YFL048C
YKL154W	1	YML067C
YKL154W	1	YHR142W
YKL154W	1	YDL015C
YKL154W	1	YML075C
YKL154W	1	YMR149W
YKL154W	1	YPL076W
YKL154W	1	YMR058W
YKL154W	1	YEL017C______a
YKL154W	1	YDR292C
YKL154W	1	YDR297W
YKL154W	1	YLR378C
YKL154W	1	YKL212W
YKL154W	1	YGR260W
YKL154W	1	YBR283C
YKL154W	1	YPR198W
YKL154W	1	YBR298C
YKL154W	1	YGR289C
YKL154W	1	YEL063C
YKL154W	1	YBR036C
YKL154W	1	YJL196C
YNL246W	1	YNL216W
YNL246W	1	YPL254W
YNL246W	1	YAL013W
YNL246W	1	YER151C
YNL246W	1	YAL032C
YNL246W	1	YIL112W
YNL246W	1	YGR056W
YNL246W	1	YPL141C
YNL246W	1	YFL039C
YNL246W	1	YER177W
YNL246W	1	YDL140C
YNL246W	1	YDR200C
YNL246W	1	YIL131C
YNL246W	1	YLR421C
YNL246W	1	YNL136W
YNL246W	1	YOR174W
YNL246W	1	YGL255W
YNL246W	1	YNL151C
YNL246W	1	YDR378C
YNL246W	1	YMR020W
YNL246W	1	YHR041C
YNL246W	1	YBL016W
YNL246W	1	YNL031C
YNL246W	1	YNL030W
YNL246W	1	YGL151W
YNL246W	1	YLL002W
YNL246W	1	YGL020C
YNL246W	1	YGR221C
YNL246W	1	YMR044W
YNL246W	1	YCR077C
YNL246W	1	YJL124C
YNL246W	1	YNL067W
YNL246W	1	YDR507C
YNL246W	1	YGL043W
YNL246W	1	YLR373C
YNL246W	1	YDR159W
YNL246W	1	YGR246C
YNL246W	1	YGL195W
YNL246W	1	YKL213C
YNL246W	1	YGL066W
YNL246W	1	YMR312W
YNL246W	1	YBR009C
YNL246W	1	YBR010W
YNL246W	1	YPR070W
YNL246W	1	YBR167C
YNL246W	1	YLR009W
YNL246W	1	YJR119C
YNL246W	1	YPL101W
YNL246W	1	YNR051C
YOR003W	1	YGR040W
YDR079C______a	1	YPL122C
YDR079C______a	1	YDR311W
YDR079C______a	1	YGL009C
YDR079C______a	1	YPR132W
YDR079C______a	1	YOL120C
YDR079C______a	1	YGR118W
YDR079C______a	1	YNL301C
YDR079C______a	1	YGR128C
YDR079C______a	1	YPR056W
YER172C	1	YMR213W
YER172C	1	YDR088C
YER172C	1	YML024W
YER172C	1	YBR055C
YER172C	1	YER146W
YER172C	1	YER016W
YER172C	1	YBR065C
YER172C	1	YAL032C
YER172C	1	YER161C
YER172C	1	YMR240C
YER172C	1	YML049C
YER172C	1	YER029C
YER172C	1	YML046W
YER172C	1	YLR438C______a
YER172C	1	YER165W
YER172C	1	YER172C
YER172C	1	YJR022W
YER172C	1	YDR473C
YER172C	1	YPL151C
YER172C	1	YOR159C
YER172C	1	YGR075C
YER172C	1	YGR074W
YER172C	1	YGL100W
YER172C	1	YLR424W
YER172C	1	YMR125W
YER172C	1	YKL173W
YER172C	1	YGR091W
YER172C	1	YHR152W
YER172C	1	YJL203W
YER172C	1	YJR050W
YER172C	1	YGL120C
YER172C	1	YDL030W
YER172C	1	YMR288W
YER172C	1	YHR156C
YER172C	1	YNL147W
YER172C	1	YDR364C
YER172C	1	YPR101W
YER172C	1	YGL128C
YER172C	1	YLR310C
YER172C	1	YMR017W
YER172C	1	YFL017W______a
YER172C	1	YHR165C
YER172C	1	YDR378C
YER172C	1	YJR068W
YER172C	1	YFR019W
YER172C	1	YBL026W
YER172C	1	YCR063W
YER172C	1	YNL188W
YER172C	1	YIL061C
YER172C	1	YCR077C
YER172C	1	YOR308C
YER172C	1	YKR022C
YER172C	1	YJL124C
YER172C	1	YDR283C
YER172C	1	YDL087C
YER172C	1	YDL098C
YER172C	1	YLL036C
YER172C	1	YPR178W
YER172C	1	YEL026W
YER172C	1	YIR017C
YER172C	1	YBL074C
YER172C	1	YPR182W
YER172C	1	YNR011C
YER172C	1	YLR117C
YER172C	1	YGR270W
YER172C	1	YNR016C
YER172C	1	YGR278W
YER172C	1	YDL209C
YER172C	1	YBR152W
YER172C	1	YPL213W
YER172C	1	YER112W
YER172C	1	YGR006W
YER172C	1	YLR275W
YER172C	1	YDR416W
YER172C	1	YGR013W
YER172C	1	YKR086W
YER172C	1	YLR147C
YER172C	1	YPR082C
YER172C	1	YNR053C
YKL016C	1	YLR166C
YKL016C	1	YAL021C
YKL016C	1	YAL048C
YKL016C	1	YDR377W
YKL016C	1	YPL078C
YKL016C	1	YFR028C
YKL016C	1	YDR298C
YKL016C	1	YML081C______a
YKL016C	1	YNR052C
YNL110C	1	YHL033C
YNL110C	1	YER002W
YNL110C	1	YGR034W
YNL110C	1	YFL002C
YNL110C	1	YDR087C
YNL110C	1	YMR229C
YNL110C	1	YER006W
YNL110C	1	YCL059C
YNL110C	1	YCL054W
YNL110C	1	YDR312W
YNL110C	1	YJR002W
YNL110C	1	YAL025C
YNL110C	1	YPL266W
YNL110C	1	YLR175W
YNL110C	1	YER155C
YNL110C	1	YOR272W
YNL110C	1	YPL131W
YNL110C	1	YKL009W
YNL110C	1	YKL006W
YNL110C	1	YOL077C
YNL110C	1	YMR242C
YNL110C	1	YHR072W______a
YNL110C	1	YHR121W
YNL110C	1	YLR406C
YNL110C	1	YKL014C
YNL110C	1	YOR005C
YNL110C	1	YKL021C
YNL110C	1	YOR145C
YNL110C	1	YDR471W
YNL110C	1	YLR197W
YNL110C	1	YPL143W
YNL110C	1	YFL039C
YNL110C	1	YPL146C
YNL110C	1	YPL012W
YNL110C	1	YLR061W
YNL110C	1	YDL148C
YNL110C	1	YGL233W
YNL110C	1	YOR294W
YNL110C	1	YKL172W
YNL110C	1	YML073C
YNL110C	1	YGL103W
YNL110C	1	YHR148W
YNL110C	1	YDL014W
YNL110C	1	YNL132W
YNL110C	1	YOR167C
YNL110C	1	YLR074C
YNL110C	1	YGL246C
YNL110C	1	YGL111W
YNL110C	1	YLR075W
YNL110C	1	YHR010W
YNL110C	1	YML074C
YNL110C	1	YDR496C
YNL110C	1	YLR441C
YNL110C	1	YMR142C
YNL110C	1	YNL002C
YNL110C	1	YGL120C
YNL110C	1	YDL031W
YNL110C	1	YLR449W
YNL110C	1	YPR102C
YNL110C	1	YOR048C
YNL110C	1	YGL123W
YNL110C	1	YMR290C
YNL110C	1	YPL043W
YNL110C	1	YHR023W
YNL110C	1	YER074W
YNL110C	1	YML093W
YNL110C	1	YDR101C
YNL110C	1	YBL004W
YNL110C	1	YFR001W
YNL110C	1	YGL135W
YNL110C	1	YLR325C
YNL110C	1	YPL249C______a
YNL110C	1	YDL191W
YNL110C	1	YOR063W
YNL110C	1	YKL082C
YNL110C	1	YBL027W
YNL110C	1	YJL109C
YNL110C	1	YHR052W
YNL110C	1	YNL175C
YNL110C	1	YLL008W
YNL110C	1	YPR137W
YNL110C	1	YHR197W
YNL110C	1	YMR049C
YNL110C	1	YNL182C
YNL110C	1	YLL011W
YNL110C	1	YLR344W
YNL110C	1	YHR062C
YNL110C	1	YGL030W
YNL110C	1	YDL075W
YNL110C	1	YHR066W
YNL110C	1	YGL173C
YNL110C	1	YPR144C
YNL110C	1	YPR143W
YNL110C	1	YPL090C
YNL110C	1	YDL083C
YNL110C	1	YDL082W
YNL110C	1	YOR310C
YNL110C	1	YLR221C
YNL110C	1	YOR312C
YNL110C	1	YBR247C
YNL110C	1	YNL061W
YNL110C	1	YPL093W
YNL110C	1	YNL069C
YNL110C	1	YPR016C
YNL110C	1	YDR012W
YNL110C	1	YOL127W
YNL110C	1	YHR089C
YNL110C	1	YHR088W
YNL110C	1	YGR103W
YNL110C	1	YLL034C
YNL110C	1	YGR245C
YNL110C	1	YPR169W
YNL110C	1	YNL075W
YNL110C	1	YJL010C
YNL110C	1	YBL072C
YNL110C	1	YLL045C
YNL110C	1	YNL301C
YNL110C	1	YEL026W
YNL110C	1	YLR106C
YNL110C	1	YDR170C
YNL110C	1	YBR142W
YNL110C	1	YKR060W
YNL110C	1	YOR206W
YNL110C	1	YBL087C
YNL110C	1	YPL211W
YNL110C	1	YGL076C
YNL110C	1	YDL208W
YNL110C	1	YHL001W
YNL110C	1	YJL177W
YNL110C	1	YPL220W
YNL110C	1	YGR148C
YNL110C	1	YDR412W
YNL110C	1	YKR081C
YNL110C	1	YDR418W
YNL110C	1	YDR060W
YNL110C	1	YLR002C
YNL110C	1	YLR276C
YNL110C	1	YGR159C
YNL110C	1	YJL050W
YNL110C	1	YOL041C
YNL110C	1	YBR031W
YNL110C	1	YLR009W
YNL110C	1	YDR064W
YNL110C	1	YER127W
YNL110C	1	YLR150W
YNL110C	1	YPL240C
YNL110C	1	YER126C
YNL110C	1	YBR181C
YLR058C	1	YOL054W
YLR058C	1	YER146W
YLR058C	1	YER012W
YLR058C	1	YAL024C
YLR058C	1	YDR328C
YLR058C	1	YBR084W
YLR058C	1	YGR092W
YLR058C	1	YLR085C
YLR058C	1	YNL290W
YLR058C	1	YDR234W
YLR058C	1	YDL043C
YLR058C	1	YFR009W
YLR058C	1	YGR204W
YLR058C	1	YOR081C
YLR058C	1	YJL128C
YLR058C	1	YFR034C
YLR058C	1	YDR510W
YLR058C	1	YBR263W
YLR058C	1	YJL030W
YLR058C	1	YEL047C
YLR058C	1	YEL046C
YLR058C	1	YCL014W
YLR058C	1	YKL104C
YLR058C	1	YKR092C
YLR058C	1	YOR241W
YLR058C	1	YKR099W
YDR470C	1	YLL001W
YDR470C	1	YOR211C
YDR470C	1	YML131W
YDR470C	1	YBR179C
YJR156C	1	YLR423C
YJR156C	1	YGR086C
YBR080C	1	YBR052C
YBR080C	1	YNL222W
YBR080C	1	YLR026C
YBR080C	1	YOR122C
YBR080C	1	YDR099W
YBR080C	1	YLR043C
YBR080C	1	YAL030W
YBR080C	1	YKL009W
YBR080C	1	YGR198W
YBR080C	1	YGL223C
YBR080C	1	YDR331W
YBR080C	1	YER177W
YBR080C	1	YDL147W
YBR080C	1	YDL153C
YBR080C	1	YLR078C
YBR080C	1	YMR272C
YBR080C	1	YML077W
YBR080C	1	YIL004C
YBR080C	1	YOR036W
YBR080C	1	YDR363W______a
YBR080C	1	YMR292W
YBR080C	1	YBR200W
YBR080C	1	YKL196C
YBR080C	1	YPR110C
YBR080C	1	YLR459W
YBR080C	1	YNL015W
YBR080C	1	YGL137W
YBR080C	1	YBR217W
YBR080C	1	YGR209C
YBR080C	1	YOR075W
YBR080C	1	YLR207W
YBR080C	1	YPL076W
YBR080C	1	YDR141C
YBR080C	1	YHR072W
YBR080C	1	YBL050W
YBR080C	1	YBR106W
YBR080C	1	YHR081W
YBR080C	1	YHR088W
YBR080C	1	YNL079C
YBR080C	1	YGL054C
YBR080C	1	YOL133W
YBR080C	1	YDR164C
YBR080C	1	YDR166C
YBR080C	1	YGR262C
YBR080C	1	YBR135W
YBR080C	1	YKR068C
YBR080C	1	YLR262C
YBR080C	1	YLR268W
YBR080C	1	YDR189W
YBR080C	1	YML127W
YBR080C	1	YOR216C
YBR080C	1	YGR005C
YBR080C	1	YPL232W
YBR080C	1	YDR427W
YBR080C	1	YJL062W
YBR080C	1	YOR106W
YER171W	1	YOL051W
YER171W	1	YHL030W
YER171W	1	YLR015W
YER171W	1	YMR219W
YER171W	1	YAL011W
YER171W	1	YDL108W
YER171W	1	YLR024C
YER171W	1	YAL019W
YER171W	1	YOR123C
YER171W	1	YOR261C
YER171W	1	YPL122C
YER171W	1	YMR223W
YER171W	1	YML032C
YER171W	1	YBR057C
YER171W	1	YER151C
YER171W	1	YDR311W
YER171W	1	YGR184C
YER171W	1	YOL072W
YER171W	1	YPL269W
YER171W	1	YML041C
YER171W	1	YMR100W
YER171W	1	YDR460W
YER171W	1	YNL236W
YER171W	1	YAL038W
YER171W	1	YOR136W
YER171W	1	YOR001W
YER171W	1	YOR142W
YER171W	1	YDR469W
YER171W	1	YNL250W
YER171W	1	YOL090W
YER171W	1	YIL128W
YER171W	1	YKL160W
YER171W	1	YFL039C
YER171W	1	YDR334W
YER171W	1	YER173W
YER171W	1	YMR116C
YER171W	1	YML062C
YER171W	1	YBR085W
YER171W	1	YDR343C
YER171W	1	YML071C
YER171W	1	YDR485C
YER171W	1	YBR095C
YER171W	1	YMR263W
YER171W	1	YIL143C
YER171W	1	YJR035W
YER171W	1	YJR043C
YER171W	1	YDL014W
YER171W	1	YPL167C
YER171W	1	YER062C
YER171W	1	YOR039W
YER171W	1	YLR085C
YER171W	1	YLR087C
YER171W	1	YML085C
YER171W	1	YLR304C
YER171W	1	YMR012W
YER171W	1	YCR033W
YER171W	1	YOR046C
YER171W	1	YHR027C
YER171W	1	YDR378C
YER171W	1	YAR003W
YER171W	1	YNL294C
YER171W	1	YNL297C
YER171W	1	YDR108W
YER171W	1	YDR381W
YER171W	1	YPL055C
YER171W	1	YPL057C
YER171W	1	YPR119W
YER171W	1	YDL185W
YER171W	1	YDL190C
YER171W	1	YHR042W
YER171W	1	YIL040W
YER171W	1	YFR009W
YER171W	1	YPR121W
YER171W	1	YFR010W
YER171W	1	YDR392W
YER171W	1	YMR038C
YER171W	1	YDR394W
YER171W	1	YGL019W
YER171W	1	YCR066W
YER171W	1	YKL085W
YER171W	1	YGL020C
YER171W	1	YIL053W
YER171W	1	YPR135W
YER171W	1	YGL025C
YER171W	1	YLR350W
YER171W	1	YDL074C
YER171W	1	YDL076C
YER171W	1	YMR198W
YER171W	1	YNL199C
YER171W	1	YMR056C
YER171W	1	YKR029C
YER171W	1	YBR103W
YER171W	1	YMR061W
YER171W	1	YFR040W
YER171W	1	YDL084W
YER171W	1	YBL058W
YER171W	1	YDR146C
YER171W	1	YIL076W
YER171W	1	YPR023C
YER171W	1	YGL048C
YER171W	1	YNL064C
YER171W	1	YGL043W
YER171W	1	YLR372W
YER171W	1	YPR025C
YER171W	1	YDR159W
YER171W	1	YGL058W
YER171W	1	YGR258C
YER171W	1	YGL195W
YER171W	1	YMR304W
YER171W	1	YBR275C
YER171W	1	YNL307C
YER171W	1	YOL012C
YER171W	1	YJL168C
YER171W	1	YNL097C
YER171W	1	YPL211W
YER171W	1	YLR262C
YER171W	1	YBR010W
YER171W	1	YLR268W
YER171W	1	YPR056W
YER171W	1	YML124C
YER171W	1	YHR200W
YER171W	1	YJL176C
YER171W	1	YPR070W
YER171W	1	YMR201C
YER171W	1	YML008C
YER171W	1	YKL113C
YER171W	1	YLR005W
YER171W	1	YPL241C
YER171W	1	YBR039W
YER171W	1	YNR051C
YER171W	1	YCL037C
YER171W	1	YBR175W
YER171W	1	YOR106W
YKL015W	1	YNL229C
YKL015W	1	YGL213C
YKL015W	1	YGR057C
YKL015W	1	YKL015W
YKL015W	1	YDR365C
YKL015W	1	YLL010C
YKL015W	1	YOR231W
YFL031W	1	YML013W
YFL031W	1	YDL100C
YFL031W	1	YNL219C
YFL031W	1	YMR214W
YFL031W	1	YGR177C
YFL031W	1	YFL009W
YFL031W	1	YIL109C
YFL031W	1	YOR002W
YFL031W	1	YAL042W
YFL031W	1	YJR013W
YFL031W	1	YFL031W
YFL031W	1	YLR056W
YFL031W	1	YML055W
YFL031W	1	YCR011C
YFL031W	1	YHR135C
YFL031W	1	YML071C
YFL031W	1	YMR264W
YFL031W	1	YOR165W
YFL031W	1	YDL020C
YFL031W	1	YIL005W
YFL031W	1	YGL126W
YFL031W	1	YPL051W
YFL031W	1	YMR022W
YFL031W	1	YHR039C
YFL031W	1	YNL297C
YFL031W	1	YGL133W
YFL031W	1	YJR073C
YFL031W	1	YGR202C
YFL031W	1	YDL192W
YFL031W	1	YKL073W
YFL031W	1	YOR067C
YFL031W	1	YDR123C
YFL031W	1	YLR208W
YFL031W	1	YLR207W
YFL031W	1	YGR227W
YFL031W	1	YOR085W
YFL031W	1	YOR304W
YFL031W	1	YBR106W
YFL031W	1	YHR079C
YFL031W	1	YHR082C
YFL031W	1	YMR079W
YFL031W	1	YGR252W
YFL031W	1	YIL090W
YFL031W	1	YLR242C
YFL031W	1	YGL054C
YFL031W	1	YEL031W
YFL031W	1	YOL004W
YFL031W	1	YBL082C
YFL031W	1	YOL013C
YFL031W	1	YCL001W
YFL031W	1	YOL018C
YFL031W	1	YJL024C
YFL031W	1	YLR268W
YFL031W	1	YJL034W
YFL031W	1	YNR026C
YFL031W	1	YNR030W
YFL031W	1	YOL031C
YFL031W	1	YNL330C
YFL031W	1	YLR133W
YFL031W	1	YPL227C
YFL031W	1	YER120W
YFL031W	1	YGR157W
YFL031W	1	YML008C
YFL031W	1	YBR171W
YFL031W	1	YJR117W
YFL031W	1	YML012W
YFL031W	1	YJL062W
YDL137W	1	YHL031C
YDL137W	1	YDL100C
YDL137W	1	YPR095C
YDL137W	1	YHR108W
YDL137W	1	YGR052W
YDL137W	1	YAL026C
YDL137W	1	YJR031C
YDL137W	1	YDR358W
YDL137W	1	YPR110C
YDL137W	1	YGL137W
YDL137W	1	YER083C
YDL137W	1	YOR198C
YDL137W	1	YDL192W
YDL137W	1	YHR188C
YDL137W	1	YIL051C
YDL137W	1	YGL020C
YDL137W	1	YGL027C
YDL137W	1	YGL167C
YDL137W	1	YIL076W
YDL137W	1	YOL001W
YDL137W	1	YER122C
YBL103C	1	YDR075W
YBL103C	1	YBR198C
YBL103C	1	YMR227C
YBL103C	1	YLR039C
YBL103C	1	YOL067C
YBL103C	1	YDR099W
YBL103C	1	YJR006W
YBL103C	1	YBR082C
YBL103C	1	YER177W
YBL103C	1	YLR079W
YBL103C	1	YIL010W
YBL103C	1	YGL127C
YBL103C	1	YML098W
YBL103C	1	YMR015C
YBL103C	1	YNL297C
YBL103C	1	YNL021W
YBL103C	1	YER088C
YBL103C	1	YHR041C
YBL103C	1	YFR021W
YBL103C	1	YOR089C
YBL103C	1	YOL108C
YBL103C	1	YDR137W
YBL103C	1	YNL199C
YBL103C	1	YHR079C
YBL103C	1	YBL052C
YBL103C	1	YBR112C
YBL103C	1	YDR501W
YBL103C	1	YEL012W
YBL103C	1	YDR156W
YBL103C	1	YDR162C
YBL103C	1	YGL195W
YBL103C	1	YEL031W
YBL103C	1	YBR279W
YBL103C	1	YOL145C
YBL103C	1	YJL168C
YBL103C	1	YLR262C
YBL103C	1	YML121W
YBL103C	1	YBR010W
YBL103C	1	YBR289W
YBL103C	1	YPL214C
YBL103C	1	YKL101W
YBL103C	1	YPL240C
YBL103C	1	YAL002W
YBL103C	1	YPL248C
YHR129C	1	YCR101C
YHR129C	1	YDL100C
YHR129C	1	YER056C______a
