source	sign	target
YDR265W	1	YJL210W
YDR265W	1	YJL210W
YDR265W	1	YJR019C
YDR265W	1	YKR009C
YDR265W	1	YKR094C
YDR265W	1	YKR094C
YDR265W	1	YLL039C
YDR265W	1	YLL039C
YDR265W	1	YLR167W
YDR265W	1	YLR167W
YDR265W	1	YLR174W
YDR265W	1	YLR191W
YDR265W	1	YLR191W
YDR265W	1	YLR251W
YDR265W	1	YLR284C
YDR265W	1	YLR389C
YDR265W	1	YML042W
YDR265W	1	YML054C
YDR265W	1	YMR026C
YDR265W	1	YMR026C
YDR265W	1	YNL202W
YDR265W	1	YOR180C
YDR267C	1	YBR082C
YDR267C	1	YBR082C
YDR267C	1	YDL102W
YDR267C	1	YDL132W
YDR267C	1	YDL132W
YDR267C	1	YDL190C
YDR267C	1	YDL190C
YDR267C	1	YDR059C
YDR267C	1	YDR059C
YDR267C	1	YDR092W
YDR267C	1	YDR092W
YDR267C	1	YDR177W
YDR267C	1	YDR177W
YDR267C	1	YDR328C
YDR267C	1	YDR328C
YDR267C	1	YDR457W
YDR267C	1	YDR457W
YDR267C	1	YEL012W
YDR267C	1	YEL012W
YDR267C	1	YER051W
YDR267C	1	YER051W
YDR267C	1	YER100W
YDR267C	1	YER100W
YDR267C	1	YER125W
YDR267C	1	YER125W
YDR267C	1	YER171W
YDR267C	1	YGL058W
YDR267C	1	YGL058W
YDR267C	1	YGL087C
YDR267C	1	YGL087C
YDR267C	1	YGL091C
YDR267C	1	YGL141W
YDR267C	1	YGL141W
YDR267C	1	YGR184C
YDR267C	1	YGR184C
YDR267C	1	YGR232W
YDR267C	1	YGR232W
YDR267C	1	YHR164C
YDR267C	1	YIL003W
YDR267C	1	YIL046W
YDR267C	1	YIL046W
YDR267C	1	YJR036C
YDR267C	1	YJR036C
YDR267C	1	YJR090C
YDR267C	1	YJR090C
YDR267C	1	YKL010C
YDR267C	1	YKL010C
YDR267C	1	YKL059C
YDR267C	1	YKL059C
YDR267C	1	YKL210W
YDR267C	1	YKL210W
YDR267C	1	YKR017C
YDR267C	1	YKR017C
YDR267C	1	YKR094C
YDR267C	1	YKR094C
YDR267C	1	YLL039C
YDR267C	1	YLL039C
YDR267C	1	YLR167W
YDR267C	1	YLR167W
YDR267C	1	YLR306W
YDR267C	1	YLR306W
YDR267C	1	YML068W
YDR267C	1	YML068W
YDR267C	1	YMR022W
YDR267C	1	YMR022W
YDR267C	1	YMR247C
YDR267C	1	YMR247C
YDR267C	1	YOL133W
YDR267C	1	YOL133W
YDR267C	1	YOR007C
YDR267C	1	YOR007C
YDR267C	1	YOR339C
YDR267C	1	YOR339C
YDR267C	1	YPL046C
YDR267C	1	YPL046C
YDR280W	1	YBL004W
YDR280W	1	YBR181C
YDR280W	1	YBR189W
YDR280W	1	YCL059C
YDR280W	1	YCR031C
YDR280W	1	YCR057C
YDR280W	1	YDL014W
YDR280W	1	YDL148C
YDR280W	1	YDL153C
YDR280W	1	YDR324C
YDR280W	1	YDR339C
YDR280W	1	YDR398W
YDR280W	1	YDR449C
YDR280W	1	YEL026W
YDR280W	1	YER082C
YDR280W	1	YGL123W
YDR280W	1	YGL171W
YDR280W	1	YGR090W
YDR280W	1	YHR065C
YDR280W	1	YHR148W
YDR280W	1	YHR169W
YDR280W	1	YIL091C
YDR280W	1	YJL069C
YDR280W	1	YJL109C
YDR280W	1	YJL191W
YDR280W	1	YJR002W
YDR280W	1	YKL099C
YDR280W	1	YLL011W
YDR280W	1	YLR129W
YDR280W	1	YLR186W
YDR280W	1	YLR197W
YDR280W	1	YLR222C
YDR280W	1	YLR409C
YDR280W	1	YML093W
YDR280W	1	YMR093W
YDR280W	1	YMR128W
YDR280W	1	YMR229C
YDR280W	1	YNL075W
YDR280W	1	YNL096C
YDR280W	1	YOL010W
YDR280W	1	YOR096W
YDR280W	1	YOR310C
YDR280W	1	YPL081W
YDR280W	1	YPL217C
YDR280W	1	YPR137W
YDR280W	1	YPR144C
YDR283C	1	YBL016W
YDR283C	1	YBR082C
YDR283C	1	YDR059C
YDR283C	1	YGR040W
YDR283C	1	YIR002C
YDR283C	1	YJR007W
YDR283C	1	YJR007W
YDR283C	1	YJR007W
YDR283C	1	YJR036C
YDR283C	1	YKR001C
YDR283C	1	YKR017C
YDR283C	1	YLL001W
YDR283C	1	YLL039C
YDR283C	1	YPL268W
YDR288W	1	YLR383W
YDR288W	1	YOL034W
YDR298C	1	Q0085
YDR298C	1	Q0085
YDR298C	1	YBL099W
YDR298C	1	YBL099W
YDR298C	1	YBR039W
YDR298C	1	YBR039W
YDR298C	1	YDL004W
YDR298C	1	YDL004W
YDR298C	1	YEL027W
YDR298C	1	YEL027W
YDR298C	1	YHR026W
YDR298C	1	YHR026W
YDR298C	1	YJR121W
YDR298C	1	YJR121W
YDR298C	1	YKL016C
YDR298C	1	YKL016C
YDR298C	1	YPL078C
YDR298C	1	YPL078C
YDR298C	1	YPL234C
YDR298C	1	YPL234C
YDR298C	1	YPL271W
YDR298C	1	YPL271W
YDR301W	1	YAL043C
YDR301W	1	YAL043C
YDR301W	1	YGR156W
YDR301W	1	YGR156W
YDR301W	1	YGR156W
YDR301W	1	YJR093C
YDR301W	1	YJR093C
YDR301W	1	YKR002W
YDR301W	1	YKR002W
YDR301W	1	YLR115W
YDR301W	1	YLR115W
YDR301W	1	YLR115W
YDR301W	1	YLR277C
YDR301W	1	YLR277C
YDR301W	1	YMR125W
YDR301W	1	YMR125W
YDR301W	1	YNL317W
YDR301W	1	YNL317W
YDR301W	1	YOR179C
YDR301W	1	YOR179C
YDR301W	1	YPR107C
YDR301W	1	YPR107C
YDR308C	1	YDR443C
YDR308C	1	YGL127C
YDR308C	1	YHR058C
YDR308C	1	YLR071C
YDR308C	1	YNL025C
YDR308C	1	YOL135C
YDR308C	1	YPL042C
YDR308C	1	YPR168W
YDR311W	1	YAR007C
YDR311W	1	YAR007C
YDR311W	1	YBR087W
YDR311W	1	YBR087W
YDR311W	1	YBR088C
YDR311W	1	YBR088C
YDR311W	1	YBR154C
YDR311W	1	YBR154C
YDR311W	1	YBR198C
YDR311W	1	YBR198C
YDR311W	1	YBR236C
YDR311W	1	YBR236C
YDR311W	1	YCR042C
YDR311W	1	YCR042C
YDR311W	1	YDL064W
YDR311W	1	YDL070W
YDR311W	1	YDL070W
YDR311W	1	YDL108W
YDR311W	1	YDL108W
YDR311W	1	YDL132W
YDR311W	1	YDL132W
YDR311W	1	YDL140C
YDR311W	1	YDL140C
YDR311W	1	YDR030C
YDR311W	1	YDR030C
YDR311W	1	YDR079C______A
YDR311W	1	YDR079C______A
YDR311W	1	YDR145W
YDR311W	1	YDR145W
YDR311W	1	YDR155C
YDR311W	1	YDR155C
YDR311W	1	YDR167W
YDR311W	1	YDR167W
YDR311W	1	YDR404C
YDR311W	1	YDR404C
YDR311W	1	YDR416W
YDR311W	1	YDR416W
YDR311W	1	YDR460W
YDR311W	1	YDR460W
YDR311W	1	YDR510W
YDR311W	1	YEL037C
YDR311W	1	YEL037C
YDR311W	1	YER148W
YDR311W	1	YER148W
YDR311W	1	YER162C
YDR311W	1	YER162C
YDR311W	1	YER171W
YDR311W	1	YER171W
YDR311W	1	YGL043W
YDR311W	1	YGL043W
YDR311W	1	YGL070C
YDR311W	1	YGL070C
YDR311W	1	YGL112C
YDR311W	1	YGL112C
YDR311W	1	YGL130W
YDR311W	1	YGL130W
YDR311W	1	YGL207W
YDR311W	1	YGL207W
YDR311W	1	YGR005C
YDR311W	1	YGR005C
YDR311W	1	YGR063C
YDR311W	1	YGR063C
YDR311W	1	YGR258C
YDR311W	1	YGR258C
YDR311W	1	YGR274C
YDR311W	1	YGR274C
YDR311W	1	YHR143W______A
YDR311W	1	YHR143W______A
YDR311W	1	YIL021W
YDR311W	1	YIL021W
YDR311W	1	YIL143C
YDR311W	1	YIL143C
YDR311W	1	YJL006C
YDR311W	1	YJL006C
YDR311W	1	YJL140W
YDR311W	1	YJL140W
YDR311W	1	YJR035W
YDR311W	1	YJR035W
YDR311W	1	YJR050W
YDR311W	1	YJR050W
YDR311W	1	YJR068W
YDR311W	1	YJR068W
YDR311W	1	YKL028W
YDR311W	1	YKL028W
YDR311W	1	YKL058W
YDR311W	1	YKL058W
YDR311W	1	YKL139W
YDR311W	1	YKL139W
YDR311W	1	YKR094C
YDR311W	1	YKR094C
YDR311W	1	YLL039C
YDR311W	1	YLL039C
YDR311W	1	YLR005W
YDR311W	1	YLR005W
YDR311W	1	YLR167W
YDR311W	1	YLR167W
YDR311W	1	YLR399C
YDR311W	1	YLR399C
YDR311W	1	YLR430W
YDR311W	1	YLR430W
YDR311W	1	YML010W
YDR311W	1	YML010W
YDR311W	1	YML015C
YDR311W	1	YML015C
YDR311W	1	YML049C
YDR311W	1	YML049C
YDR311W	1	YML069W
YDR311W	1	YML069W
YDR311W	1	YML078W
YDR311W	1	YML078W
YDR311W	1	YML095C
YDR311W	1	YML095C
YDR311W	1	YML098W
YDR311W	1	YML098W
YDR311W	1	YMR125W
YDR311W	1	YMR201C
YDR311W	1	YMR201C
YDR311W	1	YMR227C
YDR311W	1	YMR227C
YDR311W	1	YMR236W
YDR311W	1	YMR236W
YDR311W	1	YMR277W
YDR311W	1	YMR277W
YDR311W	1	YMR304W
YDR311W	1	YMR304W
YDR311W	1	YNL025C
YDR311W	1	YNL025C
YDR311W	1	YNL290W
YDR311W	1	YNL290W
YDR311W	1	YNL312W
YDR311W	1	YNL312W
YDR311W	1	YOL005C
YDR311W	1	YOL005C
YDR311W	1	YOL094C
YDR311W	1	YOL094C
YDR311W	1	YOL133W
YDR311W	1	YOL133W
YDR311W	1	YOR194C
YDR311W	1	YOR194C
YDR311W	1	YOR207C
YDR311W	1	YOR207C
YDR311W	1	YOR210W
YDR311W	1	YOR210W
YDR311W	1	YOR217W
YDR311W	1	YOR217W
YDR311W	1	YOR224C
YDR311W	1	YOR224C
YDR311W	1	YOR257W
YDR311W	1	YOR257W
YDR311W	1	YOR304W
YDR311W	1	YOR304W
YDR311W	1	YOR346W
YDR311W	1	YOR346W
YDR311W	1	YPL022W
YDR311W	1	YPL022W
YDR311W	1	YPL046C
YDR311W	1	YPL046C
YDR311W	1	YPL122C
YDR311W	1	YPL122C
YDR311W	1	YPL178W
YDR311W	1	YPR025C
YDR311W	1	YPR025C
YDR311W	1	YPR056W
YDR311W	1	YPR056W
YDR311W	1	YPR086W
YDR311W	1	YPR086W
YDR311W	1	YPR178W
YDR311W	1	YPR178W
YDR311W	1	YPR187W
YDR311W	1	YPR187W
YDR324C	1	YBL004W
YDR324C	1	YBL072C
YDR324C	1	YBR048W
YDR324C	1	YBR181C
YDR324C	1	YBR181C
YDR324C	1	YBR189W
YDR324C	1	YBR189W
YDR324C	1	YCL031C
YDR324C	1	YCL031C
YDR324C	1	YCL059C
YDR324C	1	YCR031C
YDR324C	1	YCR031C
YDR324C	1	YCR057C
YDR324C	1	YDL014W
YDR324C	1	YDL148C
YDR324C	1	YDL153C
YDR324C	1	YDR025W
YDR324C	1	YDR064W
YDR324C	1	YDR339C
YDR324C	1	YDR339C
YDR324C	1	YDR398W
YDR324C	1	YDR398W
YDR324C	1	YDR449C
YDR324C	1	YEL026W
YDR324C	1	YER082C
YDR324C	1	YER102W
YDR324C	1	YFL002C
YDR324C	1	YGL120C
YDR324C	1	YGL123W
YDR324C	1	YGL171W
YDR324C	1	YGR090W
YDR324C	1	YGR090W
YDR324C	1	YGR095C
YDR324C	1	YGR159C
YDR324C	1	YGR195W
YDR324C	1	YHR065C
YDR324C	1	YHR148W
YDR324C	1	YHR148W
YDR324C	1	YHR169W
YDR324C	1	YIL091C
YDR324C	1	YJL050W
YDR324C	1	YJL069C
YDR324C	1	YJL069C
YDR324C	1	YJL109C
YDR324C	1	YJL109C
YDR324C	1	YJL191W
YDR324C	1	YJL191W
YDR324C	1	YJR002W
YDR324C	1	YJR123W
YDR324C	1	YKL078W
YDR324C	1	YKL099C
YDR324C	1	YLL011W
YDR324C	1	YLR129W
YDR324C	1	YLR186W
YDR324C	1	YLR197W
YDR324C	1	YLR222C
YDR324C	1	YLR409C
YDR324C	1	YLR441C
YDR324C	1	YML063W
YDR324C	1	YML093W
YDR324C	1	YMR049C
YDR324C	1	YMR093W
YDR324C	1	YMR093W
YDR324C	1	YMR128W
YDR324C	1	YMR143W
YDR324C	1	YMR229C
YDR324C	1	YMR290C
YDR324C	1	YNL075W
YDR324C	1	YNL096C
YDR324C	1	YNL096C
YDR324C	1	YOL010W
YDR324C	1	YOR001W
YDR324C	1	YOR004W
YDR324C	1	YOR004W
YDR324C	1	YOR096W
YDR324C	1	YOR096W
YDR324C	1	YOR145C
YDR324C	1	YOR310C
YDR324C	1	YPL081W
YDR324C	1	YPL081W
YDR324C	1	YPL090C
YDR324C	1	YPL090C
YDR324C	1	YPL126W
YDR324C	1	YPL126W
YDR324C	1	YPL217C
YDR324C	1	YPR137W
YDR324C	1	YPR144C
YDR325W	1	YBL097W
YDR325W	1	YFR031C
YDR325W	1	YLR086W
YDR325W	1	YLR272C
YDR328C	1	YBR082C
YDR328C	1	YBR082C
YDR328C	1	YBR135W
YDR328C	1	YBR135W
YDR328C	1	YBR160W
YDR328C	1	YBR160W
YDR328C	1	YBR208C
YDR328C	1	YBR208C
YDR328C	1	YDL132W
YDR328C	1	YDL132W
YDR328C	1	YDL132W
YDR328C	1	YDL132W
YDR328C	1	YDL132W
YDR328C	1	YDL155W
YDR328C	1	YDL155W
YDR328C	1	YDL155W
YDR328C	1	YDL155W
YDR328C	1	YDL190C
YDR328C	1	YDL190C
YDR328C	1	YDR054C
YDR328C	1	YDR054C
YDR328C	1	YDR059C
YDR328C	1	YDR059C
YDR328C	1	YDR092W
YDR328C	1	YDR092W
YDR328C	1	YDR139C
YDR328C	1	YDR139C
YDR328C	1	YDR177W
YDR328C	1	YDR177W
YDR328C	1	YDR267C
YDR328C	1	YDR267C
YDR328C	1	YDR457W
YDR328C	1	YDR457W
YDR328C	1	YEL012W
YDR328C	1	YEL012W
YDR328C	1	YER051W
YDR328C	1	YER051W
YDR328C	1	YER051W
YDR328C	1	YER051W
YDR328C	1	YER100W
YDR328C	1	YER100W
YDR328C	1	YER125W
YDR328C	1	YER125W
YDR328C	1	YFL009W
YDR328C	1	YFL009W
YDR328C	1	YFL009W
YDR328C	1	YFL009W
YDR328C	1	YGL003C
YDR328C	1	YGL003C
YDR328C	1	YGL058W
YDR328C	1	YGL058W
YDR328C	1	YGL087C
YDR328C	1	YGL087C
YDR328C	1	YGL141W
YDR328C	1	YGL141W
YDR328C	1	YGR108W
YDR328C	1	YGR108W
YDR328C	1	YGR108W
YDR328C	1	YGR108W
YDR328C	1	YGR109C
YDR328C	1	YGR109C
YDR328C	1	YGR109C
YDR328C	1	YGR109C
YDR328C	1	YGR184C
YDR328C	1	YGR184C
YDR328C	1	YGR232W
YDR328C	1	YGR232W
YDR328C	1	YIL046W
YDR328C	1	YIL046W
YDR328C	1	YIL046W
YDR328C	1	YIL046W
YDR328C	1	YJL194W
YDR328C	1	YJL200C
YDR328C	1	YJR036C
YDR328C	1	YJR036C
YDR328C	1	YJR090C
YDR328C	1	YJR090C
YDR328C	1	YJR090C
YDR328C	1	YJR090C
YDR328C	1	YKL010C
YDR328C	1	YKL010C
YDR328C	1	YKL059C
YDR328C	1	YKL059C
YDR328C	1	YKL210W
YDR328C	1	YKL210W
YDR328C	1	YKR017C
YDR328C	1	YKR017C
YDR328C	1	YKR094C
YDR328C	1	YKR094C
YDR328C	1	YLL039C
YDR328C	1	YLL039C
YDR328C	1	YLL039C
YDR328C	1	YLR097C
YDR328C	1	YLR097C
YDR328C	1	YLR097C
YDR328C	1	YLR097C
YDR328C	1	YLR128W
YDR328C	1	YLR128W
YDR328C	1	YLR167W
YDR328C	1	YLR167W
YDR328C	1	YLR210W
YDR328C	1	YLR210W
YDR328C	1	YLR210W
YDR328C	1	YLR210W
YDR328C	1	YLR306W
YDR328C	1	YLR306W
YDR328C	1	YLR306W
YDR328C	1	YML068W
YDR328C	1	YML068W
YDR328C	1	YML088W
YDR328C	1	YML088W
YDR328C	1	YML088W
YDR328C	1	YML088W
YDR328C	1	YMR022W
YDR328C	1	YMR022W
YDR328C	1	YMR247C
YDR328C	1	YMR247C
YDR328C	1	YOL133W
YDR328C	1	YOL133W
YDR328C	1	YOL133W
YDR328C	1	YOL133W
YDR328C	1	YOR007C
YDR328C	1	YOR007C
YDR328C	1	YOR339C
YDR328C	1	YOR339C
YDR328C	1	YPL046C
YDR328C	1	YPL046C
YDR328C	1	YPL209C
YDR328C	1	YPL209C
YDR328C	1	YPR066W
YDR328C	1	YPR066W
YDR328C	1	YPR119W
YDR328C	1	YPR119W
YDR328C	1	YPR119W
YDR328C	1	YPR119W
YDR328C	1	YPR120C
YDR328C	1	YPR120C
YDR328C	1	YPR120C
YDR328C	1	YPR120C
YDR337W	1	YBR146W
YDR337W	1	YBR146W
YDR337W	1	YBR251W
YDR337W	1	YBR251W
YDR337W	1	YDR041W
YDR337W	1	YDR041W
YDR337W	1	YDR175C
YDR337W	1	YDR175C
YDR337W	1	YER050C
YDR337W	1	YER050C
YDR337W	1	YGL129C
YDR337W	1	YGL129C
YDR337W	1	YHL004W
YDR337W	1	YHL004W
YDR337W	1	YJR113C
YDR337W	1	YJR113C
YDR337W	1	YKL003C
YDR337W	1	YKL003C
YDR337W	1	YMR158W
YDR337W	1	YMR158W
YDR337W	1	YMR188C
YDR337W	1	YMR188C
YDR337W	1	YNL137C
YDR337W	1	YNL137C
YDR337W	1	YNL306W
YDR337W	1	YNL306W
YDR337W	1	YNR037C
YDR337W	1	YNR037C
YDR337W	1	YPL013C
YDR337W	1	YPL013C
YDR337W	1	YPR166C
YDR337W	1	YPR166C
YDR339C	1	YBR181C
YDR339C	1	YBR181C
YDR339C	1	YBR189W
YDR339C	1	YBR189W
YDR339C	1	YCL031C
YDR339C	1	YCL031C
YDR339C	1	YCL059C
YDR339C	1	YCR031C
YDR339C	1	YCR031C
YDR339C	1	YCR057C
YDR339C	1	YDL014W
YDR339C	1	YDL148C
YDR339C	1	YDL153C
YDR339C	1	YDR324C
YDR339C	1	YDR324C
YDR339C	1	YDR398W
YDR339C	1	YDR398W
YDR339C	1	YDR449C
YDR339C	1	YEL026W
YDR339C	1	YER082C
YDR339C	1	YGL171W
YDR339C	1	YGR095C
YDR339C	1	YGR159C
YDR339C	1	YHR065C
YDR339C	1	YHR148W
YDR339C	1	YHR169W
YDR339C	1	YIL091C
YDR339C	1	YJL050W
YDR339C	1	YJL069C
YDR339C	1	YJL069C
YDR339C	1	YJL109C
YDR339C	1	YJL109C
YDR339C	1	YJL191W
YDR339C	1	YJL191W
YDR339C	1	YJR002W
YDR339C	1	YKL099C
YDR339C	1	YLL011W
YDR339C	1	YLR129W
YDR339C	1	YLR186W
YDR339C	1	YLR197W
YDR339C	1	YLR222C
YDR339C	1	YLR409C
YDR339C	1	YML093W
YDR339C	1	YMR093W
YDR339C	1	YMR093W
YDR339C	1	YMR128W
YDR339C	1	YMR229C
YDR339C	1	YNL075W
YDR339C	1	YNL096C
YDR339C	1	YNL096C
YDR339C	1	YOL010W
YDR339C	1	YOR001W
YDR339C	1	YOR096W
YDR339C	1	YOR096W
YDR339C	1	YOR287C
YDR339C	1	YOR287C
YDR339C	1	YOR310C
YDR339C	1	YPL081W
YDR339C	1	YPL081W
YDR339C	1	YPL090C
YDR339C	1	YPL090C
YDR339C	1	YPL126W
YDR339C	1	YPL126W
YDR339C	1	YPL217C
YDR339C	1	YPR137W
YDR339C	1	YPR144C
YDR358W	1	YAL026C
YDR358W	1	YAL030W
YDR358W	1	YBL091C______A
YDR358W	1	YBR041W
YDR358W	1	YBR229C
YDR358W	1	YCR048W
YDR358W	1	YCR094W
YDR358W	1	YDL052C
YDR358W	1	YDL137W
YDR358W	1	YDL137W
YDR358W	1	YDL137W
YDR358W	1	YEL002C
YDR358W	1	YEL027W
YDR358W	1	YEL051W
YDR358W	1	YER120W
YDR358W	1	YFL005W
YDR358W	1	YFL038C
YDR358W	1	YGR038W
YDR358W	1	YGR152C
YDR358W	1	YGR284C
YDR358W	1	YHR102W
YDR358W	1	YHR108W
YDR358W	1	YKR014C
YDR358W	1	YKR031C
YDR358W	1	YKR093W
YDR358W	1	YLR350W
YDR358W	1	YMR110C
YDR358W	1	YMR161W
YDR358W	1	YNL093W
YDR358W	1	YNL305C
YDR358W	1	YNL323W
YDR358W	1	YNR019W
YDR358W	1	YNR048W
YDR358W	1	YOR085W
YDR358W	1	YOR089C
YDR358W	1	YOR161C
YDR358W	1	YOR327C
YDR358W	1	YPL088W
YDR358W	1	YPL170W
YDR358W	1	YPL259C
YDR369C	1	YHL022C
YDR371W	1	YBL049W
YDR371W	1	YCL043C
YDR371W	1	YDL066W
YDR371W	1	YDL230W
YDR371W	1	YDR518W
YDR371W	1	YEL029C
YDR371W	1	YFL005W
YDR371W	1	YFR018C
YDR371W	1	YIL160C
YDR371W	1	YLR174W
YDR371W	1	YLR245C
YDR371W	1	YLR347C
YDR371W	1	YLR351C
YDR371W	1	YLR422W
YDR371W	1	YMR105C
YDR371W	1	YNL045W
YDR371W	1	YNR027W
YDR371W	1	YOR367W
YDR371W	1	YPL111W
YDR371W	1	YPL154C
YDR373W	1	YBR109C
YDR373W	1	YBR109C
YDR373W	1	YDR454C
YDR373W	1	YDR454C
YDR376W	1	YPL252C
YDR376W	1	YPL252C
YDR378C	1	YBL026W
YDR378C	1	YBR055C
YDR378C	1	YBR055C
YDR378C	1	YCR077C
YDR378C	1	YDR473C
YDR378C	1	YEL026W
YDR378C	1	YER029C
YDR378C	1	YER112W
YDR378C	1	YER146W
YDR378C	1	YER172C
YDR378C	1	YER172C
YDR378C	1	YFL017W______A
YDR378C	1	YFL017W______A
YDR378C	1	YGR074W
YDR378C	1	YGR091W
YDR378C	1	YHR165C
YDR378C	1	YHR165C
YDR378C	1	YJL124C
YDR378C	1	YJR022W
YDR378C	1	YKL173W
YDR378C	1	YLR147C
YDR378C	1	YLR275W
YDR378C	1	YLR438C______A
YDR378C	1	YNL147W
YDR378C	1	YOR159C
YDR378C	1	YOR308C
YDR378C	1	YPR082C
YDR378C	1	YPR082C
YDR378C	1	YPR178W
YDR378C	1	YPR182W
YDR378C	1	YPR182W
YDR379W	1	YAL048C
YDR379W	1	YBL063W
YDR379W	1	YDL137W
YDR379W	1	YDL137W
YDR379W	1	YEL061C
YDR379W	1	YGL216W
YDR379W	1	YIL118W
YDR379W	1	YIL118W
YDR379W	1	YKL079W
YDR379W	1	YLR229C
YDR379W	1	YLR229C
YDR379W	1	YLR229C
YDR379W	1	YNL090W
YDR379W	1	YNL090W
YDR379W	1	YOR127W
YDR379W	1	YPL155C
YDR379W	1	YPR141C
YDR379W	1	YPR165W
YDR379W	1	YPR165W
YDR379W	1	YPR165W
YDR382W	1	YAL035W
YDR382W	1	YBL027W
YDR382W	1	YBL027W
YDR382W	1	YBL087C
YDR382W	1	YBL087C
YDR382W	1	YBL092W
YDR382W	1	YBL092W
YDR382W	1	YBR031W
YDR382W	1	YBR031W
YDR382W	1	YBR048W
YDR382W	1	YBR048W
YDR382W	1	YBR084C______A
YDR382W	1	YBR084C______A
YDR382W	1	YBR143C
YDR382W	1	YBR143C
YDR382W	1	YBR181C
YDR382W	1	YBR181C
YDR382W	1	YBR189W
YDR382W	1	YBR189W
YDR382W	1	YBR191W
YDR382W	1	YBR191W
YDR382W	1	YCR031C
YDR382W	1	YCR031C
YDR382W	1	YDL061C
YDR382W	1	YDL061C
YDR382W	1	YDL075W
YDR382W	1	YDL075W
YDR382W	1	YDL081C
YDR382W	1	YDL081C
YDR382W	1	YDL082W
YDR382W	1	YDL082W
YDR382W	1	YDL130W
YDR382W	1	YDL130W
YDR382W	1	YDL136W
YDR382W	1	YDL136W
YDR382W	1	YDL191W
YDR382W	1	YDL191W
YDR382W	1	YDR012W
YDR382W	1	YDR012W
YDR382W	1	YDR021W
YDR382W	1	YDR021W
YDR382W	1	YDR064W
YDR382W	1	YDR064W
YDR382W	1	YDR172W
YDR382W	1	YDR172W
YDR382W	1	YDR418W
YDR382W	1	YDR418W
YDR382W	1	YDR471W
YDR382W	1	YDR471W
YDR382W	1	YDR500C
YDR382W	1	YDR500C
YDR382W	1	YEL054C
YDR382W	1	YEL054C
YDR382W	1	YER056C______A
YDR382W	1	YER056C______A
YDR382W	1	YER102W
YDR382W	1	YER102W
YDR382W	1	YER117W
YDR382W	1	YER117W
YDR382W	1	YER165W
YDR382W	1	YER165W
YDR382W	1	YFL034C______A
YDR382W	1	YFL034C______A
YDR382W	1	YFR031C______A
YDR382W	1	YFR031C______A
YDR382W	1	YFR032C______A
YDR382W	1	YFR032C______A
YDR382W	1	YGL030W
YDR382W	1	YGL030W
YDR382W	1	YGL031C
YDR382W	1	YGL031C
YDR382W	1	YGL049C
YDR382W	1	YGL049C
YDR382W	1	YGL076C
YDR382W	1	YGL076C
YDR382W	1	YGL103W
YDR382W	1	YGL103W
YDR382W	1	YGL123W
YDR382W	1	YGL123W
YDR382W	1	YGL135W
YDR382W	1	YGL135W
YDR382W	1	YGL147C
YDR382W	1	YGL147C
YDR382W	1	YGL189C
YDR382W	1	YGL189C
YDR382W	1	YGR027C
YDR382W	1	YGR027C
YDR382W	1	YGR034W
YDR382W	1	YGR034W
YDR382W	1	YGR085C
YDR382W	1	YGR085C
YDR382W	1	YGR118W
YDR382W	1	YGR118W
YDR382W	1	YGR148C
YDR382W	1	YGR148C
YDR382W	1	YGR162W
YDR382W	1	YGR162W
YDR382W	1	YGR214W
YDR382W	1	YGR214W
YDR382W	1	YHL001W
YDR382W	1	YHL001W
YDR382W	1	YHL015W
YDR382W	1	YHL015W
YDR382W	1	YHL033C
YDR382W	1	YHL033C
YDR382W	1	YHR010W
YDR382W	1	YHR010W
YDR382W	1	YHR021C
YDR382W	1	YHR021C
YDR382W	1	YHR077C
YDR382W	1	YHR077C
YDR382W	1	YHR141C
YDR382W	1	YHR141C
YDR382W	1	YIL018W
YDR382W	1	YIL018W
YDR382W	1	YIL052C
YDR382W	1	YIL052C
YDR382W	1	YIL069C
YDR382W	1	YIL069C
YDR382W	1	YIL133C
YDR382W	1	YIL133C
YDR382W	1	YIL148W
YDR382W	1	YIL148W
YDR382W	1	YJL177W
YDR382W	1	YJL177W
YDR382W	1	YJL189W
YDR382W	1	YJL189W
YDR382W	1	YJL191W
YDR382W	1	YJL191W
YDR382W	1	YJR066W
YDR382W	1	YJR066W
YDR382W	1	YJR094W______A
YDR382W	1	YJR094W______A
YDR382W	1	YJR123W
YDR382W	1	YJR123W
YDR382W	1	YJR145C
YDR382W	1	YJR145C
YDR382W	1	YKL006W
YDR382W	1	YKL006W
YDR382W	1	YKL180W
YDR382W	1	YKL180W
YDR382W	1	YKR057W
YDR382W	1	YKR057W
YDR382W	1	YKR094C
YDR382W	1	YKR094C
YDR382W	1	YLL045C
YDR382W	1	YLL045C
YDR382W	1	YLR029C
YDR382W	1	YLR029C
YDR382W	1	YLR048W
YDR382W	1	YLR048W
YDR382W	1	YLR061W
YDR382W	1	YLR061W
YDR382W	1	YLR075W
YDR382W	1	YLR075W
YDR382W	1	YLR167W
YDR382W	1	YLR167W
YDR382W	1	YLR185W
YDR382W	1	YLR185W
YDR382W	1	YLR264W
YDR382W	1	YLR264W
YDR382W	1	YLR325C
YDR382W	1	YLR325C
YDR382W	1	YLR333C
YDR382W	1	YLR333C
YDR382W	1	YLR340W
YDR382W	1	YLR340W
YDR382W	1	YLR344W
YDR382W	1	YLR344W
YDR382W	1	YLR388W
YDR382W	1	YLR388W
YDR382W	1	YLR406C
YDR382W	1	YLR406C
YDR382W	1	YLR441C
